"","ID","Labels","dist2labeled #1","dist2labeled #2","nearest2labeled #1","nearest2labeled #2","dist2unlabeled #1","dist2unlabeled #2","nearest2unlabeled #1","nearest2unlabeled #2","K-NN dist2labeled ","K-NN dist2unlabeled ","cluster","clusterQuality","#AAD days","#ActivityName","#Token days","#SharedAADVol","#SharedTokenVol"
"1693","c990e1b5-af3d-45da-b8fa-632cb925a168",TRUE,"0.0241086506245976","0.0592741275892099","9f693e63-5e9e-4ced-98a4-8ab28f9d0c2d","a961014c-e0b8-439d-93e1-9ede1315605a","0.00382247854473074","0.046706604212478","b9544244-7dde-40f7-8c79-77cd0bba833d","345ffcb3-2891-4630-97b0-b5d1f531ad14","0.152","0.077",3,0.477434679334917,0,2,18,0,1
"1694","c9de6c3b-431b-4b7e-9702-549620ef9b9a",TRUE,"0.0087568881767257","0.0251606267204754","b2c62d35-4ec2-49ae-9f59-bf7d3ff84bab","07c7fa51-b285-4a25-85f9-8c97fb8f3c15","0.000353744641238549","0.000459283944900787","2766bac5-481b-475b-a5ff-90551d8a398d","d1fafc57-bf6f-4cf4-bbb5-2a7ac88c145c","0.043","0.001",1,0.329400196656834,0,1,1,0,1
"1695","cc2dc525-c180-4afb-86df-1da72a564360",TRUE,"0.0253942202240667","0.0255789599275222","7960f8cf-ae95-480b-8739-37ce7bbc33ab","f3ce3c6e-9d96-450d-82bb-ee62fac03f56","0.000825250041799616","0.00143186797574683","71013949-a837-4f05-aa81-f4fe514f631e","96e5657e-7699-484c-846d-b70c32519b13","0.037","0.012",1,0.329400196656834,0,1,4,0,48
"1696","ccaa30f6-1a38-4d86-82bd-398679aafb4c",TRUE,"0.101518722593369","0.175581124265678","6d5b34f4-96f0-41d1-8c19-b9ca8eb66018","9c72d32e-66f4-4e08-b55a-5bde33f76942","0.0416970436573342","0.0753755111540998","680b99bc-be79-4f80-80c2-3bad371a0bc1","1fe36d49-b4c7-41a0-ad49-0fd621b8de98","0.313","0.138",4,0.582608695652174,0,1,66,0,421
"1697","d30d1b08-248c-42c2-841e-ac04abffbdfc",TRUE,"0.0250880197012397","0.0344447161146244","e861a814-d243-4475-82f5-3e44cb128d85","5d66e52a-3e48-4d49-a53b-58f7d32adfe3","0.00647188320670586","0.00828947540729383","96349cef-50a9-4d2d-8411-ad606a42ded5","659393b1-f2ff-4907-84b1-5883a701c32a","0.073","0.018",1,0.329400196656834,0,1,11,0,61
"1698","d4c5fbff-ccf6-48d8-8203-260123142565",TRUE,"0.00274479180156144","0.00545765217305543","e021ec19-1a78-4d24-9271-9d7a522a8531","ff74fcc4-83ad-48e5-9a8d-679a88c3336e","0.00795067230665599","0.00853453101054484","613cca5d-dd2e-4473-ab01-e1193e798037","1e049f84-97de-4304-a411-0ce851242eaa","0.095","0.035",1,0.329400196656834,0,1,21,0,6
"1699","e021ec19-1a78-4d24-9271-9d7a522a8531",TRUE,"0.00274479180156144","0.00314179727462244","d4c5fbff-ccf6-48d8-8203-260123142565","ff74fcc4-83ad-48e5-9a8d-679a88c3336e","0.00681457964368978","0.00694603011840018","613cca5d-dd2e-4473-ab01-e1193e798037","1e049f84-97de-4304-a411-0ce851242eaa","0.095","0.034",1,0.329400196656834,0,1,21,0,101
"1700","e70cc890-1be6-4d4f-98f8-84204d344774",TRUE,"0.0598704382564218","0.0608442290532684","8ac8c880-b237-4c0a-880d-fd41b2636c6a","a33b8365-8e6d-4d90-a5d4-27ccd5e29575","0.0468057603280257","0.0561622785726177","3a615100-2405-459e-9c81-45d1ad4e5e26","3aa6d9a1-2e52-4e66-8b9c-44c33b83aab9","0.199","0.086",4,0.582608695652174,0,1,46,0,2786
"1701","e861a814-d243-4475-82f5-3e44cb128d85",TRUE,"0.0250880197012397","0.0502890996013195","d30d1b08-248c-42c2-841e-ac04abffbdfc","021606d5-976f-488b-ab32-e3ac693b034f","0.00130999590872507","0.00203390129378645","b7a0f33c-0f1b-4c06-9066-ddfbc307a332","4d489c4f-c003-42cd-a16d-7e3d021d81bf","0.071","0.024",1,0.329400196656834,0,1,10,0,37
"1702","e93e0723-b357-44cf-bf5a-7409db2add1a",TRUE,"0.0267226832037436","0.0404329839260284","100fdbcd-a2bf-4ee8-ac84-25d2c5f426d2","4fbd8dbf-360d-4c60-b36d-e68dfc03428c","0.00960959199550698","0.0266391012564486","b685ec24-fb1d-4d5f-94f2-f0a9d1051ce0","9ee4c943-e071-46fa-8b9c-d1be9343f681","0.105","0.066",3,0.477434679334917,0,3,10,0,11
"1704","f1354e62-7342-4cfa-88ce-abf7685422da",TRUE,"0.0441011935928488","0.0552553204147056","83b00e6c-0942-40c5-83a7-27d3dd67d9d9","b6657f53-8e01-4bcc-b76e-f2b07b663436","0.027190194119808","0.101744562100932","b33411d1-55d0-4831-a134-e5ab7e7a2fda","819220f0-5e2a-4453-bcc2-60ee07e90749","0.293","0.271",4,0.582608695652174,0,3,46,0,669
"1705","f3ce3c6e-9d96-450d-82bb-ee62fac03f56",TRUE,"0.0255789599275222","0.026571440786751","cc2dc525-c180-4afb-86df-1da72a564360","2c178077-646f-4044-80ab-b3c754ec53b6","0.00070296095683409","0.0012359618565484","31dc8ba8-78a1-4723-a4cb-d48dd10317ed","ad2e79b1-f8e0-425e-8127-d50e4c771c5d","0.052","0.007",1,0.329400196656834,0,1,5,0,10
"1706","fb51e7f8-24d7-40dd-b53b-0129ebaf951e",TRUE,"0.0250701666958096","0.0251997093994938","1fbd70ca-9f9a-434b-8d89-9ddbc9291edd","55ed1779-20d6-4546-916f-5d3f83d6488b","0.005156206687554","0.025166183450487","3a9fc842-0e78-4e3c-8b45-3d2186a0fd29","1450bda6-1621-411f-a9be-111a0afd79ba","0.091","0.035",1,0.329400196656834,0,1,13,0,60
"1707","ff74fcc4-83ad-48e5-9a8d-679a88c3336e",TRUE,"0.00314179727462244","0.00545765217305543","e021ec19-1a78-4d24-9271-9d7a522a8531","d4c5fbff-ccf6-48d8-8203-260123142565","0.00411420207476196","0.00880924484515011","1e049f84-97de-4304-a411-0ce851242eaa","613cca5d-dd2e-4473-ab01-e1193e798037","0.095","0.034",1,0.329400196656834,0,1,21,0,150
"1708","4003a649-d7f5-408a-b9be-65857f2472f4",TRUE,"0.00281242334475424","0.00791122940688484","ebe13e2f-6b99-4be7-bca2-768cbf5d1e94","66e61ebb-d053-4190-9697-d5108174cbc0","0.00174573558963458","0.00783706960302855","c8928ead-9c12-4a97-9f6f-e9274b62f371","6d48d04f-ef86-4156-8b9f-af036108e96b","0.024","0.008",1,0.329400196656834,1,1,3,0,1
"1709","457a2784-7c47-4252-96d1-86c33d57275f",TRUE,"0.127604384842298","0.151697406510929","83b00e6c-0942-40c5-83a7-27d3dd67d9d9","f1354e62-7342-4cfa-88ce-abf7685422da","0.051963555534897","0.175905874606395","819220f0-5e2a-4453-bcc2-60ee07e90749","b33411d1-55d0-4831-a134-e5ab7e7a2fda","0.333","0.309",4,0.582608695652174,1,3,52,0,1
"1710","4667418b-7015-4ceb-b207-2193896769a8",TRUE,"0.0265275436921365","0.0403278376137003","6df4cfae-3d10-45f1-93a5-f55fe294a0dd","26fdb52d-9f2f-48fc-9433-fd9e5a9ec1ee","0.0128810428503898","0.0268728552246085","25439ca9-81de-4ec1-9a48-ee9872a3363b","b41496b3-dd0c-438e-be47-afb7e3f328c6","0.157","0.082",4,0.582608695652174,1,1,36,0,2
"1711","3ec8ad28-a941-42e1-9b7d-debd6aa6c87d",TRUE,"0.00794592286693468","0.00850591432240307","45c99e95-a602-4b84-9dae-173644e691a9","741f1473-6d64-4d1c-bc73-2fcb2168fab8","0.00505536421807357","0.00877513649738393","68a1d7bb-5107-4b87-ad2d-fc7516d2c0e6","fa464d76-932d-4c1c-9f08-f69cc8030d12","0.102","0.027",3,0.477434679334917,1,3,4,1,77
